id,nom,latitude,longitude,departement
14860,Bavent,49.22635274,-0.182748048,14
61700,St Gilles Des Marais,48.585282184,-0.6987156840000001,61
14370,Bellengreville,49.120550354,-0.232548052,14
61170,St Julien Sur Sarthe,48.489756379,0.373615844,61
14970,Benouville,49.244010931,-0.288002622,14
61160,St Lambert Sur Dive,48.830427051,0.091495751,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61390,St Leonard Des Parcs,48.64714085,0.278063774,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61320,Ste Marie La Robert,48.626336459,-0.143615906,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61350,St Mars D Egrenne,48.551106648,-0.7336561620000001,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61300,St Martin D Ecublei,48.79500966,0.6693624880000001,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61380,St Martin Des Pezerits,48.627043448,0.488399062,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61130,St Martin Du Vieux Belleme,48.372207643,0.5463524470000001,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61100,Ste Opportune,48.736406563,-0.41073078,61
14350,Souleuvre En Bocage,48.955220773,-0.8514765470000001,14
61410,St Ouen Le Brisoult,48.508836911,-0.35116407,61
14990,Bernieres Sur Mer,49.320039005,-0.418205469,14
61300,St Ouen Sur Iton,48.735956432,0.671014278,61
14130,Blangy Le Chateau,49.246759296,0.283315717,14
61600,St Patrice Du Desert,48.534295957,-0.285482458,61
14400,Blay,49.280004071,-0.835933127,14
61800,St Pierre D Entremont,48.812243607,-0.6509034810000001,61
14260,Bonnemaison,49.003577061,-0.585026158,14
61600,Les Monts D Andaine,48.61227332,-0.421304345,61
14430,Bourgeauville,49.268745576,0.05777862,14
61100,La Selle La Forge,48.735206946,-0.5342848560000001,61
14740,Thue Et Mue,49.197247401,-0.5372410590000001,14
61380,Soligny La Trappe,48.627071755,0.548620477,61
14740,Thue Et Mue,49.197247401,-0.5372410590000001,14
61140,Bagnoles De L Orne Normandie,48.566845776,-0.420728046,61
14860,Breville Les Monts,49.235992028,-0.221556733,14
61260,Val Au Perche,48.281680764,0.700116186,61
14190,Le Bu Sur Rouvres,49.031690535,-0.176940358,14
61120,Ticheville,48.90826346,0.258521325,61
14000,Caen,49.184977638,-0.369888818,14
61800,Tinchebray Bocage,48.733343387,-0.7303394190000001,61
14240,Cahagnes,49.067262652,-0.7628174120000001,14
61800,Tinchebray Bocage,48.733343387,-0.7303394190000001,61
14210,La Caine,49.035846044,-0.515650476,14
61160,Tournai Sur Dive,48.810535716,0.043847041,61
14610,Cambes En Plaine,49.231724363,-0.383875216,14
61190,Tourouvre Au Perche,48.60285313,0.6342604660000001,61
14340,Cambremer,49.14566256,0.050954969,14
61230,La Trinite Des Laitiers,48.801704293,0.379698509,61
14340,Cambremer,49.14566256,0.050954969,14
61110,Verrieres,48.394267718,0.751374133,61
14340,Cambremer,49.14566256,0.050954969,14
61150,Vieux Pont,48.6500344,-0.151593124,61
14490,Campigny,49.249638852,-0.8009791220000001,14
14230,Cardonville,49.346236114,-1.05408047,14
14650,Carpiquet,49.186715691,-0.451258292,14
14240,Caumont Sur Aure,49.105667329,-0.797146101,14
14240,Caumont Sur Aure,49.105667329,-0.797146101,14
14270,Cesny Aux Vignes,49.086251809,-0.120771611,14
14220,Cesny Les Sources,48.969938445,-0.369880492,14
14680,Cintheaux,49.065919847,-0.283594305,14
14570,Clecy,48.903094444,-0.493860255,14
14880,Colleville Montgomery,49.274631102,-0.301269592,14
14460,Colombelles,49.198606479,-0.295182615,14
14710,Colombieres,49.303266646,-0.988131637,14
14220,Combray,48.946235628,-0.445280403,14
14110,Conde En Normandie,48.886398038,-0.54847721,14
14110,Conde En Normandie,48.886398038,-0.54847721,14
14100,Cordebugle,49.113250859,0.379575944,14
14700,Cordey,48.852171529,-0.222815678,14
14440,Cresserons,49.288085546,-0.353626429,14
14400,Cussy,49.283743888,-0.7621347620000001,14
14430,Douville En Auge,49.26380076,-0.021261908,14
14130,Drubec,49.249896953,0.104870915,14
14600,Equemauville,49.403429432,0.209794082,14
14400,Esquay Sur Seulles,49.269295743,-0.6003268460000001,14
14790,Fontaine Etoupefour,49.138024506,-0.453853188,14
14190,Fontaine Le Pin,48.975234471,-0.291091565,14
14320,Fontenay Le Marmion,49.08664404,-0.34367235,14
14710,Formigny La Bataille,49.336389977,-0.915703708,14
14710,Formigny La Bataille,49.336389977,-0.915703708,14
14700,Fresne La Mere,48.887791168,-0.125177841,14
14230,Gefosse Fontenay,49.361588754,-1.085443156,14
14510,Gonneville Sur Mer,49.289220014,-0.035914656,14
14200,Herouville St Clair,49.207183847,-0.33085279,14
14600,Honfleur,49.412728454,0.238229008,14
14430,Hotot En Auge,49.177680272,-0.076135638,14
14250,Hottot Les Bagues,49.146142485,-0.6536862840000001,14
14510,Houlgate,49.297657483,-0.067157073,14
14170,Jort,48.973473576,-0.074294816,14
14260,Dialan Sur Chaine,49.002500487,-0.741813697,14
14320,Laize Clinchamps,49.08233605,-0.399336745,14
14380,Landelles Et Coupigny,48.898348768,-1.002455877,14
14140,Lessard Et Le Chene,49.070497892,0.130654176,14
14250,Lingevres,49.173681186,-0.6746933350000001,14
14140,Lisores,48.956289619,0.211771303,14
14490,Litteau,49.153089909,-0.911040115,14
14140,Livarot Pays D Auge,49.003429234,0.227044066,14
14140,Livarot Pays D Auge,49.003429234,0.227044066,14
14290,Livarot Pays D Auge,49.003429234,0.227044066,14
14400,Magny En Bessin,49.311587831,-0.666353462,14
14400,Le Manoir,49.289635552,-0.600576593,14
14117,Manvieux,49.337714992,-0.6584097990000001,14
14100,Marolles,49.137711057,0.368388104,14
14920,Mathieu,49.256313181,-0.366591533,14
14220,Meslay,48.954063858,-0.393368116,14
14260,Le Mesnil Au Grain,49.046439036,-0.606346265,14
14270,Mezidon Vallee D Auge,49.079180711,-0.01142351,14
14230,Monfreville,49.312411155,-1.034465153,14
14310,Monts En Bessin,49.122000407,-0.6100823320000001,14
14790,Mouen,49.149860066,-0.488289347,14
14620,Les Moutiers En Auge,48.898505573,0.008030971,14
14220,Les Moutiers En Cinglais,49.022969582,-0.437197063,14
14100,Norolles,49.202566314,0.236500477,14
14620,Norrey En Auge,48.913747678,-0.015097612,14
14210,Val D Arry,49.11352574,-0.56798906,14
14170,Olendon,48.968738969,-0.172855548,14
14590,Ouilly Du Houley,49.16573927,0.340516622,14
14590,Le Pin,49.214316699,0.336572642,14
14690,La Pommeraye,48.909462559,-0.415212362,14
14110,Pontecoulant,48.890649591,-0.58304406,14
14130,Pont L Eveque,49.289158872,0.185053072,14
14690,Rapilly,48.857685225,-0.34298656,14
14340,La Roque Baignard,49.177998435,0.091504073,14
14740,Rots,49.219424845,-0.486298205,14
14190,Rouvres,49.004010901,-0.186668357,14
14320,St Andre Sur Orne,49.124703622,-0.388351151,14
14130,St Gatien Des Bois,49.35080825,0.186758523,14
14710,Aure Sur Mer,49.337925344,-0.813852619,14
14100,St Jean De Livet,49.09344355,0.241584646,14
14430,St Jouin,49.21764606,-0.013187611,14
14430,St Leger Dubosq,49.23017788,-0.014554116,14
14310,St Louet Sur Seulles,49.096671566,-0.6775616210000001,14
14740,St Manvieu Norrey,49.186678399,-0.5006141430000001,14
14710,St Martin De Blagny,49.249014862,-0.943554227,14
14220,St Omer,48.92839458,-0.44341737,14
14490,St Paul Du Vernay,49.196425108,-0.756840422,14
14670,St Pierre Du Jonquet,49.16578407,-0.139722817,14
14170,St Pierre En Auge,48.993034616,0.026768383,14
14170,St Pierre En Auge,48.993034616,0.026768383,14
14170,St Pierre En Auge,48.993034616,0.026768383,14
14170,St Pierre En Auge,48.993034616,0.026768383,14
14380,Noues De Sienne,48.828129507,-1.030250703,14
14400,St Vigor Le Grand,49.287945726,-0.676945821,14
14240,Sallen,49.117740687,-0.861888665,14
14330,Saonnet,49.271882965,-0.8811061950000001,14
14240,Val De Drome,49.056295432,-0.838578365,14
14710,Surrain,49.328371984,-0.85469055,14
14940,Touffreville,49.199440678,-0.224676675,14
14130,Tourville En Auge,49.320042541,0.195445608,14
14310,Tracy Bocage,49.073568321,-0.6890343720000001,14
14670,Troarn,49.192184515,-0.183572989,14
14210,Montillieres Sur Orne,49.045111618,-0.479572776,14
14490,Le Tronquay,49.227046012,-0.819661572,14
14190,Urville,49.025210946,-0.29327037,14
14420,Ussy,48.945940137,-0.289836432,14
14410,Valdalliere,48.866851056,-0.7359479360000001,14
14410,Valdalliere,48.866851056,-0.7359479360000001,14
14410,Valdalliere,48.866851056,-0.7359479360000001,14
14400,Vaucelles,49.28419096,-0.73549725,14
14170,Vendeuvre,49.007029249,-0.082780145,14
14790,Verson,49.163978046,-0.46263109,14
14114,Ver Sur Mer,49.333765693,-0.528485285,14
14170,Vicques,48.953515764,-0.074564306,14
14430,Victot Pontfol,49.167891705,-0.009216872,14
14130,Vieux Bourg,49.312432798,0.244790967,14
14700,Vignats,48.85465162,-0.102766711,14
14420,Villers Canivet,48.934077974,-0.261012927,14
14310,Villy Bocage,49.104432465,-0.6413442970000001,14
14500,Vire Normandie,48.818699137,-0.8732791830000001,14
27400,Acquigny,49.164558704,1.176307129,27
27400,Acquigny,49.164558704,1.176307129,27
27500,Aizier,49.43028264,0.6261445330000001,27
27380,Amfreville Sous Les Monts,49.30232703,1.267574638,27
27430,Ande,49.227801894,1.244586862,27
27700,Les Andelys,49.245633495,1.428332905,27
27600,Le Val D Hazey,49.170308197,1.315259202,27
27420,Authevernes,49.219144384,1.63344224,27
27220,Les Authieux,48.898213311,1.23489684,27
27260,Bailleul La Vallee,49.196580145,0.432379377,27
27270,Mesnil En Ouche,48.984169237,0.663553111,27
27330,Mesnil En Ouche,48.984169237,0.663553111,27
27330,Mesnil En Ouche,48.984169237,0.663553111,27
27170,Beaumont Le Roger,49.059418057,0.7540197550000001,27
27160,Bemecourt,48.843322706,0.8484422880000001,27
27940,Les Trois Lacs,49.216913483,1.333285694,27
27370,Les Monts Du Roumois,49.27651548,0.835570424,27
27170,Berville La Campagne,49.026401816,0.8935969690000001,27
27210,Berville Sur Mer,49.432004743,0.356984305,27
27660,Bezu St Eloi,49.304450739,1.683265455,27
27330,Bois Anzeray,48.926456706,0.6917334940000001,27
27250,Bois Arnault,48.816363058,0.74760306,27
27700,Frenelles En Vexin,49.2889141,1.454549128,27
27220,Bois Le Roi,48.861015686,1.341152066,27
27330,Bois Normand Pres Lyre,48.900520521,0.693381946,27
27290,Bonneville Aptot,49.259204909,0.751793145,27
27670,Bosroumois,49.289300303,0.918875122,27
27250,Les Bottereaux,48.8713079,0.676368454,27
27520,Grand Bourgtheroulde,49.306375612,0.861932711,27
27500,Bourneville Ste Croix,49.398763585,0.624705032,27
27800,Bretigny,49.214816573,0.6630183310000001,27
27640,Breuilpont,48.964877731,1.4398224160000002,27
27270,Capelle Les Grands,49.04852617,0.471342475,27
27180,Cauge,49.025064657,1.042467172,27
27190,Champ Dolent,48.958306192,1.008754645,27
27220,Chavigny Bailleul,48.87995466,1.196479373,27
27820,Chennebrun,48.684119956,0.774925654,27
27160,Marbois,48.88208544,0.965668297,27
27180,Claville,49.048859001,1.018461505,27
27260,Cormeilles,49.251793326,0.384226245,27
27120,Le Cormier,48.984862349,1.296715213,27
27300,Corneville La Fouquetiere,49.059472185,0.7025581940000001,27
27130,Courteilles,48.738534013,1.000213188,27
27400,Crasville,49.204825642,1.072277726,27
27530,Croth,48.851090639,1.36831929,27
27160,Mesnils Sur Iton,48.848498895,1.05233504,27
27720,Dangu,49.26174012,1.6881567190000002,27
27150,Doudeauville En Vexin,49.322857906,1.589618046,27
27320,Droisy,48.797716447,1.125754215,27
27230,Duranville,49.143175106,0.500001738,27
27630,Vexin Sur Epte,49.180317892,1.58166927,27
27630,Vexin Sur Epte,49.180317892,1.58166927,27
27630,Vexin Sur Epte,49.180317892,1.58166927,27
27440,Ecouis,49.306797174,1.430973556,27
27260,Epaignes,49.273351014,0.454306003,27
27560,Epreville En Lieuvin,49.205095621,0.537619195,27
27350,Etreville,49.380160393,0.655173232,27
27350,Eturqueraye,49.369218788,0.688277287,27
27190,Faverolles La Campagne,49.019732206,0.927221011,27
27190,Ferrieres Haut Clocher,49.020332356,0.987598152,27
27760,La Ferriere Sur Risle,48.97812187,0.785966217,27
27190,Le Fidelaire,48.943811855,0.802360355,27
27470,Fontaine L Abbe,49.088249522,0.6879171590000001,27
27220,La Foret Du Parc,48.927291,1.241203107,27
27220,Foucrainville,48.927483092,1.319886492,27
27370,Fouqueville,49.222385038,0.963255003,27
27500,Le Perrey,49.390612805,0.5547812830000001,27
27680,Le Perrey,49.390612805,0.5547812830000001,27
27800,Franqueville,49.173391054,0.6859424930000001,27
27600,Gaillon,49.158932793,1.346175179,27
27140,Gisors,49.278861756,1.768430505,27
27560,Giverville,49.191804945,0.5681253150000001,27
27170,Goupil Othon,49.119523661,0.7756218810000001,27
27380,Val D Orger,49.341356551,1.388564813,27
27270,Grand Camp,49.043885168,0.53344891,27
27170,Grosley Sur Risle,49.045435109,0.8050540740000001,27
27700,Guiseniers,49.213881375,1.478179112,27
27800,La Haye De Calleville,49.186865492,0.7763868930000001,27
27370,La Haye Du Theil,49.238448743,0.875865073,27
27700,Hennezis,49.190503666,1.456612737,27
27400,Heudebouville,49.192430563,1.236824538,27
27230,Heudreville En Lieuvin,49.193805819,0.504682641,27
27950,La Heuniere,49.064612205,1.412654088,27
27570,L Hosmes,48.789475809,1.032166873,27
27400,Houetteville,49.129185565,1.090506929,27
27120,Houlbec Cocherel,49.064064917,1.361066255,27
27440,Houville En Vexin,49.300204273,1.357965674,27
27460,Igoville,49.32317521,1.15073882,27
27400,Incarville,49.251811858,1.154084905,27
27540,Ivry La Bataille,48.886226343,1.446902465,27
27120,Jouy Sur Eure,49.049121264,1.291213773,27
27690,Lery,49.287441332,1.195356246,27
27190,Louversey,48.990772264,0.915609501,27
27320,La Madeleine De Nonancourt,48.790211487,1.217757113,27
27130,Mandres,48.753118783,0.8513542740000001,27
27210,Manneville La Raoult,49.368776468,0.327804891,27
27930,Le Mesnil Fuguet,49.072937323,1.113196341,27
27290,Montfort Sur Risle,49.294858394,0.670518096,27
27390,Montreuil L Argille,48.93944599,0.467972935,27
27170,Nassandres Sur Risle,49.14237939,0.714290167,27
27830,Neaufles St Martin,49.277555872,1.726408944,27
27250,Neaufles Auvergny,48.874702476,0.744632052,27
27250,Neaufles Auvergny,48.874702476,0.744632052,27
27150,La Neuve Grange,49.360228929,1.557904416,27
27890,La Neuville Du Bosc,49.194245843,0.8151024060000001,27
27560,La Noe Poulain,49.270671481,0.5193921730000001,27
27150,Nojeon En Vexin,49.329206223,1.556627153,27
27190,Le Val Dore,48.946632777,0.99214952,27
27180,Parville,49.031916036,1.092381046,27
27300,Plainville,49.079093144,0.49990476,27
27500,Pont Audemer,49.345765639,0.521086602,27
27500,Pont Audemer,49.345765639,0.521086602,27
27340,Pont De L Arche,49.291189548,1.143921981,27
27100,Porte De Seine,49.26369909,1.260889187,27
27740,Poses,49.299762821,1.240762804,27
27560,La Poterie Mathieu,49.252579444,0.521728839,27
27460,Alizay,49.322053211,1.178381905,27
27220,Prey,48.957980233,1.219531268,27
27370,Amfreville St Amand,49.218698918,0.926176229,27
27150,Puchay,49.354242314,1.52594943,27
27820,Armentieres Sur Avre,48.681008472,0.806912045,27
27130,Pullay,48.727919325,0.8641970080000001,27
27180,Arnieres Sur Iton,48.991596387,1.085324651,27
27370,La Pyle,49.199891122,0.89723084,27
27490,Autheuil Authouillet,49.100727136,1.295009631,27
27400,Quatremare,49.184045862,1.080759138,27
27490,Autheuil Authouillet,49.100727136,1.295009631,27
27680,Quillebeuf Sur Seine,49.470284163,0.5019032999999999,27
27930,Aviron,49.056583825,1.11951494,27
27350,Rougemontiers,49.358195774,0.7239492310000001,27
27240,Chambois,48.903700929,1.150740819,27
27120,Rouvray,49.066112927,1.339836512,27
27930,Bacquepuis,49.090734039,1.04630818,27
27110,St Aubin D Ecrosville,49.142770028,0.986693096,27
27130,Les Barils,48.725127291,0.81756273,27
27270,Treis Sants En Ouche,49.059907621,0.62630643,27
27180,Les Baux Ste Croix,48.967492332,1.1071538,27
27110,Ste Colombe La Commanderie,49.107530676,0.935501622,27
27330,Mesnil En Ouche,48.984169237,0.663553111,27
27140,St Denis Le Ferment,49.322389877,1.718071161,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27800,St Eloi De Fourques,49.235709142,0.803426269,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27320,St Germain Sur Avre,48.773092321,1.262333311,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27270,St Jean Du Thenney,49.014752215,0.458349036,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27950,La Chapelle Longueville,49.111491791,1.436306231,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27950,La Chapelle Longueville,49.111491791,1.436306231,27
27410,Mesnil En Ouche,48.984169237,0.663553111,27
27300,St Leger De Rotes,49.11234885,0.661706919,27
27660,Bernouville,49.28957602,1.673827446,27
27520,St Leger Du Gennetey,49.282525822,0.75163284,27
27520,Les Monts Du Roumois,49.27651548,0.835570424,27
27210,St Maclou,49.362111455,0.413513408,27
27150,Frenelles En Vexin,49.2889141,1.454549128,27
27150,Ste Marie De Vatimesnil,49.271729834,1.580921507,27
27120,Boisset Les Prevanches,48.96661683,1.332655086,27
27190,Ste Marthe,48.957015417,0.88096891,27
27520,Boissey Le Chatel,49.27257775,0.7823206530000001,27
27300,St Martin Du Tilleul,49.106486553,0.5261915890000001,27
27310,Bosgouet,49.354357114,0.8464102560000001,27
27110,Ste Opportune Du Bosc,49.168185935,0.840541325,27
27700,Bouafles,49.201132591,1.385320321,27
27680,Ste Opportune La Mare,49.424410094,0.534814675,27
27150,Bouchevilliers,49.398797928,1.711796034,27
27260,St Pierre De Cormeilles,49.238488743,0.364689494,27
27380,Bourg Beaudouin,49.383670495,1.30491656,27
27450,St Pierre Des Ifs,49.266076642,0.608177586,27
27350,Brestot,49.342495774,0.67980179,27
27680,St Samson De La Roque,49.42572288,0.424990429,27
27800,Calleville,49.19014025,0.755731192,27
27150,Sancourt,49.35294143,1.676682153,27
27300,Caorches St Nicolas,49.078508487,0.5475071370000001,27
27220,Serez,48.9331804,1.357718692,27
27300,Caorches St Nicolas,49.078508487,0.5475071370000001,27
27370,Le Thuit De L Oison,49.260933216,0.941135608,27
27110,Cesseville,49.179546264,0.976804514,27
27570,Tillieres Sur Avre,48.761045349,1.028163981,27
27580,Chaise Dieu Du Theil,48.75605882,0.770674246,27
27930,La Trinite,48.987019866,1.236294333,27
27260,La Chapelle Bayvel,49.281065099,0.406610748,27
27270,La Trinite De Reville,48.966918117,0.510878178,27
27270,La Chapelle Gauthier,48.984559553,0.464488801,27
27120,Le Val David,48.979620051,1.262206921,27
27150,Chauvincourt Provemont,49.281000867,1.645251482,27
27910,Vascoeuil,49.445820024,1.385737641,27
27170,Combon,49.095598041,0.885003485,27
27930,Le Vieil Evreux,49.003444075,1.212958736,27
27500,Corneville Sur Risle,49.340996077,0.5972693440000001,27
27110,Villettes,49.154505976,1.046017054,27
27940,Courcelles Sur Seine,49.185134915,1.365605778,27
27240,Sylvains Les Moulins,48.905431432,1.098740558,27
27750,La Couture Boussey,48.902108135,1.396393808,27
27950,Villez Sous Bailleul,49.108111951,1.365299382,27
27110,Criquebeuf La Campagne,49.198377173,0.998138847,27
27340,Criquebeuf Sur Seine,49.293262243,1.10101958,27
27490,Clef Vallee D Eure,49.117200061,1.249941639,27
27490,Clef Vallee D Eure,49.117200061,1.249941639,27
27700,Cuverville,49.282807759,1.370806941,27
27340,Les Damps,49.294188219,1.171783621,27
27930,Dardez,49.083732801,1.207260601,27
27290,Ecaquelon,49.289330725,0.716885917,27
27420,Vexin Sur Epte,49.180317892,1.58166927,27
27510,Vexin Sur Epte,49.180317892,1.58166927,27
27510,Vexin Sur Epte,49.180317892,1.58166927,27
27930,Emalleville,49.10140184,1.157721595,27
27730,Epieds,48.934681883,1.395802004,27
27150,Farceaux,49.291990175,1.528300737,27
27290,Freneuse Sur Risle,49.246128741,0.671444327,27
27260,Fresne Cauverville,49.201316891,0.46839906,27
27120,Gadencourt,48.984641314,1.404099536,27
27930,Gauville La Campagne,49.049703108,1.082785634,27
27110,Graveron Semerville,49.095226713,0.966170401,27
27720,Guerny,49.225023885,1.680057315,27
27930,Guichainville,48.980384502,1.178673627,27
27220,L Habit,48.875159624,1.347761182,27
27150,Hacqueville,49.282077407,1.557630636,27
27700,Harquency,49.248827847,1.500203368,27
27430,Herqueville,49.243355997,1.272943137,27
27860,Heudicourt,49.334133696,1.662532566,27
27310,Honguemare Guenouville,49.378471186,0.816138176,27
27930,Huest,49.037086645,1.207621744,27
27110,Iville,49.177153074,0.926766525,27
27220,Jumelles,48.916365399,1.212864604,27
27350,Le Landin,49.40622144,0.803089586,27
27560,Lieurey,49.233513471,0.500407108,27
27150,Longchamps,49.357667524,1.621369283,27
27150,Mainneville,49.375074333,1.687575041,27
27370,Mandeville,49.215406478,1.013352426,27
27500,Manneville Sur Risle,49.360621565,0.5458719240000001,27
27390,Mesnil Rousset,48.893922136,0.55657772,27
27150,Mesnil Sous Vienne,49.384878756,1.667362674,27
27440,Mesnil Verclives,49.322859341,1.465435702,27
27340,Terres De Bord,49.246860022,1.106684809,27
27800,Morsan,49.17999788,0.5965364550000001,27
27420,Mouflaines,49.24474728,1.554983589,27
27430,Muids,49.225992611,1.285011349,27
27300,Nassandres Sur Risle,49.14237939,0.714290167,27
27730,Neuilly,48.9297855,1.417358293,27
27190,Nogent Le Sec,48.921080612,1.005170762,27
27940,Notre Dame De L Isle,49.155878459,1.447109598,27
27390,Notre Dame Du Hamel,48.892376587,0.509846691,27
27120,Pacy Sur Eure,49.017296826,1.38071521,27
27130,Piseux,48.772377334,0.965907933,27
27170,Le Plessis Ste Opportune,49.069918468,0.855730086,27
27360,Pont St Pierre,49.342300184,1.287849099,27
27940,Port Mort,49.173647826,1.410535888,27
27930,Reuilly,49.07249586,1.226387697,27
27350,Routot,49.384901525,0.726442083,27
27250,St Antonin De Sommaire,48.830110662,0.6631907210000001,27
27270,St Aubin Du Thenney,49.015368399,0.493412794,27
27300,Treis Sants En Ouche,49.059907621,0.62630643,27
27600,St Aubin Sur Gaillon,49.13291342,1.336175473,27
27950,Ste Colombe Pres Vernon,49.095070163,1.340367451,27
27190,St Elier,48.984753975,0.960640249,27
27450,St Georges Du Vievre,49.242259131,0.580384668,27
27710,St Georges Motel,48.792152228,1.359855497,27
27220,St Germain De Fresney,48.958994546,1.286739945,27
27230,St Germain La Campagne,49.052307385,0.412218404,27
27450,St Gregoire Du Vievre,49.245424273,0.6257420380000001,27
27390,St Laurent Du Tencement,48.891840906,0.460914084,27
27160,Ste Marie D Attez,48.802987584,0.969789548,27
27310,St Ouen De Thouberville,49.348830591,0.8966314030000001,27
27290,St Philbert Sur Risle,49.27739278,0.6477432320000001,27
27210,St Sulpice De Grimbouville,49.375024854,0.449719865,27
27300,St Victor De Chretienville,49.063313131,0.513731791,27
27800,St Victor D Epine,49.212126386,0.598951486,27
27370,La Saussaye,49.254727535,0.986748856,27
27150,Saussay La Campagne,49.318724315,1.508581179,27
27190,Sebecourt,48.975431958,0.831981225,27
27290,Thierville,49.263861672,0.7173373200000001,27
27420,Les Thilliers En Vexin,49.236421935,1.603692464,27
27370,Le Thuit De L Oison,49.260933216,0.941135608,27
27370,Le Thuit De L Oison,49.260933216,0.941135608,27
27370,Tourville La Campagne,49.225577695,0.898965301,27
27680,Trouville La Haule,49.419882576,0.579958231,27
27350,Valletot,49.366801723,0.612107939,27
27430,Vatteville,49.280096512,1.2860311960000002,27
27390,Verneusses,48.909121461,0.425630164,27
27680,Vieux Port,49.426626485,0.607806284,27
27120,Villegats,48.998686944,1.46441851,27
27420,Villers En Vexin,49.249833418,1.589943473,27
27240,Sylvains Les Moulins,48.905431432,1.098740558,27
27100,Val De Reuil,49.257378116,1.18110995,27
76190,Allouville Bellefosse,49.594335367,0.6658613360000001,76
76920,Amfreville La Mi Voie,49.404474795,1.124778896,76
76710,Anceaumeville,49.568937829,1.065459676,76
76540,Angerville La Martel,49.768538587,0.50199136,76
76280,Angerville L Orcher,49.58627403,0.291583,76
76280,Anglesqueville L Esneval,49.629949855,0.235091872,76
76480,Anneville Ambourville,49.450047451,0.8914694,76
76480,Anneville Ambourville,49.450047451,0.8914694,76
50180,Agneaux,49.116050454,-1.129597817,50
76390,Aubeguimont,49.809313377,1.679204251,76
50400,Anctoville Sur Boscq,48.845884063,-1.5282228720000002,50
76340,Aubermesnil Aux Erables,49.808071013,1.568502033,76
50500,Appeville,49.326950901,-1.335330812,50
76190,Les Hauts De Caux,49.654701252,0.7493362450000001,76
50630,Aumeville Lestre,49.538654882,-1.322126478,50
76730,Auzouville Sur Saane,49.742650636,0.931726901,76
50300,Avranches,48.675600375,-1.34530386,50
76630,Bailly En Riviere,49.907863986,1.350129688,76
50310,Azeville,49.457017695,-1.312584072,50
76360,Barentin,49.545389969,0.957106015,76
50720,Barenton,48.608250516,-0.8305346210000001,50
76870,Beaussault,49.68968218,1.575220158,76
50810,La Barre De Semilly,49.106230295,-1.017827922,50
76220,Beauvoir En Lyons,49.484335136,1.582205735,76
50270,Baubigny,49.427948328,-1.805927419,50
76110,Benarville,49.672559078,0.48474527,76
50440,La Hague,49.652352643,-1.814072803,50
76790,Benouville,49.716971878,0.246233506,76
50440,La Hague,49.652352643,-1.814072803,50
76450,Bertheauville,49.755155185,0.592070011,76
50440,La Hague,49.652352643,-1.814072803,50
76450,Bertreville,49.766752844,0.580328776,76
50690,La Hague,49.652352643,-1.814072803,50
76890,Bertrimont,49.669882085,0.998284187,76
50170,Beauvoir,48.603289433,-1.5279088820000002,50
76450,Beuzeville La Guerard,49.709440587,0.612417473,76
50210,Belval,49.06090316,-1.35533348,50
76890,Biville La Baignarde,49.7218907,1.047016308,76
50420,Beuvrigny,48.966433779,-1.004252291,50
76730,Biville La Riviere,49.776099197,0.920589542,76
50360,Beuzeville La Bastille,49.352887631,-1.365810725,50
76190,Blacqueville,49.558407601,0.84878325,76
50390,Biniville,49.429278078,-1.486180902,50
76460,Blosseville,49.85186785,0.801511783,76
50800,Boisyvon,48.806453338,-1.12777262,50
76520,Boos,49.381034592,1.203478719,76
50610,Jullouville,48.763426278,-1.527807213,50
76110,Bornambusc,49.62576493,0.353754029,76
50200,Brainville,49.082698396,-1.499236564,50
76450,Bosville,49.76274718,0.683564567,76
50370,Brecey,48.725278146,-1.173649176,50
76270,Bouelles,49.722274315,1.492328076,76
50290,Breville Sur Mer,48.869531211,-1.558354306,50
76690,Cailly,49.58640294,1.230227539,76
50260,Bricquebec En Cotentin,49.46507051,-1.667658399,50
76450,Canouville,49.806253336,0.597876991,76
50260,Bricquebec En Cotentin,49.46507051,-1.667658399,50
76380,Canteleu,49.433502837,1.014205137,76
50260,Bricquebec En Cotentin,49.46507051,-1.667658399,50
76450,Cany Barville,49.775636884,0.6331096860000001,76
50340,Bricquebosq,49.535980686,-1.718488118,50
76930,Cauville Sur Mer,49.594187483,0.14516689,76
50290,Bricqueville Sur Mer,48.918333925,-1.517024887,50
76430,La Cerlangue,49.488101905,0.416063753,76
50640,Buais Les Monts,48.525816189,-0.975254666,50
76780,La Chapelle St Ouen,49.522261872,1.427691562,76
50570,Cametours,49.07102591,-1.284305327,50
76590,La Chaussee,49.818295168,1.119014811,76
50480,Carentan Les Marais,49.313564243,-1.203460786,50
76690,Claville Motteville,49.588937338,1.185585767,76
