latitude,longitude,id,nom,siret,siren,adresse,code_postal,code_ape,milieu_pollué,secteur_na38,produitLabel,dateCreation,departement_id,
,,5601310,SECANIM SUD-EST,40326464100032,403264641,Les Bouillots,3500,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5601311,SOCOPA VIANDES,50851378500164,508513785,Route Du Bourbonnais (route De Cosne),3430,1011Z,Sol,CA Industries agro-alimentaires,,,3,
,,5601317,SOCIETE FROMAGERE DE RIOM,38424628600015,384246286,Rte Saint-etienne De Chomeil,15400,1051C,,CA Industries agro-alimentaires,,,15,
,,5601318,LES FROMAGERIES OCCITANES,39781575400130,397815754,Bedoussac,15220,1051C,,CA Industries agro-alimentaires,Fromage industriel,1994-07-22,15,
,,5601319,LAITERIE WALCHLI,34860935500014,348609355,Route De Montboudif,15190,1051C,,CA Industries agro-alimentaires,,,15,
,,5601323,SOCIETE POUR LA TRANSFORMATION DE SOUS-PRODUITS ANIMAUX.,31254095800021,312540958,Creste,15150,1013A,,CA Industries agro-alimentaires,,,15,
,,5601324,LES FROMAGERIES OCCITANES,39781575400064,397815754,Croix De Montplain,15100,1051C,,CA Industries agro-alimentaires,Fromage industriel,1994-07-22,15,
,,5601336,Cie FROMAGERE VALLEE DE L'ANCE,31483005000022,314830050,Pirolles,43590,1051C,,CA Industries agro-alimentaires,,,43,
,,5601340,EUROSERUM,40086927700089,400869277,Le Razat,43210,1051D,,CA Industries agro-alimentaires,,,43,
,,5601344,SOUCHON d'Auvergne,38975873100019,389758731,La Croix De L'arbre,43200,1013A,,CA Industries agro-alimentaires,,,43,
45.808483,3.129355,5601349,CANDIA Gerzat,35201495500368,352014955,18 Rue De La Charme,63000,1051B,Eau,CA Industries agro-alimentaires,,,63,
,,5601382,CHOUVY ALIMENTS,33838378900025,338383789,"Za Les Meules, Gardaillat",63270,1091Z,,CA Industries agro-alimentaires,,,63,
46.54607,3.341117,5601391,SDC MOULINS,51318734400025,513187344,"Zup Des Champins, 127 Route De Lyon",3000,3530Z,Air,"DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,,3,
,,5601398,BERRY WOOD,30773614000020,307736140,"La Parqueterie, Rn 144",3360,1622Z,,CC Bois et papier,,,3,
45.040236,3.070956,5601405,BONILAIT PROTEINES SA,78150710800061,781507108,Zone Industrielle De Montplain,15100,1051D,Air,CA Industries agro-alimentaires,,,15,
,,5601419,EPUR CENTRE,68705036900077,687050369,Gare De Cusset,3300,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5601427,SETFORGE GAUVIN SOCIETE NOUVELLE,51140517700029,511405177,Zi De Racine,63650,2550A,,CH Métallurgie et fabrication de produits métalliques,,,63,
,,5601442,SAINT REMY INDUSTRIE,39862913900013,398629139,Rue De L'embarcadere,3600,2454Z,,CH Métallurgie et fabrication de produits métalliques,,,3,
,,5601456,ACIERS COSTE SA,74588036900038,745880369,"Rue Du Collongeau, Zi De Felet",63300,2432Z,,CH Métallurgie et fabrication de produits métalliques,,,63,
,,5601469,LINAMAR FAMER TRANSMISSIONS,52900768400028,529007684,Avenue Des Cévennes,43290,2562B,,CH Métallurgie et fabrication de produits métalliques,,,43,
44.899958,2.428726,5601473,COVIAL SA,40537690600054,405376906,"Zac De Baradel Le Bousquet, Parc D'activité De Tronquière",15000,1011Z,Eau,CA Industries agro-alimentaires,,,15,
,,5601475,WAVIN France SAS,83715042400039,837150424,Zi La Feuillouse,3150,2221Z,,CG Industrie des plastiques et autres produits non minéraux,,,3,
,,5601500,JACQUET PANIFICATION,42284598200020,422845982,Zac Biopole Clermont Limag,63360,1071A,,CA Industries agro-alimentaires,,,63,
,,5601563,MAJ ELIS AUVERGNE,77573383500786,775733835,"1, Avenue Du Roussillon, Bp 105",63170,7729Z,,NZ Activités de services administratifs et de soutien,,,63,
,,5601594,GENERALE DE DECOUPAGE,41996020800033,419960208,Zi Chez Cotte,63650,2550B,,CH Métallurgie et fabrication de produits métalliques,,,63,
,,5601634,VALTOM,25630105200021,256301052,Les Adrets Du Treuil,63320,3811Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
45.762556,3.154685,5601635,VALTOM,30259089800185,302590898,Chemin De Puy-long,63000,3821Z,"Air, Eau","EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601636,VALTOM,24630007300011,246300073,Lieu-dit Du Poyet,63600,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601637,SICTOM DES COMBRAILLES,25630112800011,256301128,Lieu-dit Nigonne,63700,3811Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601646,VALTOM,25630267000037,256302670,Lieu-dit Milliazet,63380,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601647,VALTOM,25630108600011,256301086,Lieu-dit Les Balusseaux,63950,3811Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601678,D'PAR Automobile,40020547200014,400205472,"18, Rue De La Clide",63119,3831Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
45.76805,3.107863,5601686,SASU VERNEA,48911824000030,489118240,1 Chemin Du Domaine De Beaulieu,63000,3821Z,Air,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601688,GCS BLANCHIS INTER HOSP GRD CLERMONT,13001333700014,130013337,"Parc Logistique Clermont Auvergne, Rue De Tombadoire - Zac Des Montels",63118,9601A,,SZ autres activités de services,,,63,
,,5601696,CGP INDUSTRIES,44446359000018,444463590,"13, Avenue De La Gare",63270,1712Z,,CC Bois et papier,,,63,
,,5601699,BECKER Henri,48347212200017,483472122,"14, Rue Vaudouze",63530,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
46.271575,3.299769,5601749,TotalEnergies - Centrale Electrique Bayet,49458079800028,494580798,Lieu-dit Les Primots,3500,3511Z,Air,"DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,,3,
,,5601759,PRAXY CENTRE BOURBIE,51820597600021,518205976,"Zi Les Listes, Bp 44",63500,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601769,DIEHL POWER ELECTRONIC,48980493000019,489804930,Le Bourg,43300,2561Z,,CH Métallurgie et fabrication de produits métalliques,,,43,
50.0039174559,3.01506134636,5601778,COVED SA,34340353102676,343403531,Lieu-dit Villenue,3190,3811Z,Air,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5601796,SN AUVERGNE AERONAUTIQUE,82424510400016,824245104,1 Rue Touria Chaoui,63510,3030Z,,CL Fabrication de matériels de transport,,,63,
,,5601876,ATAC Logistique,41040901501103,410409015,"66, Avenue Du Midi",63800,5210B,,HZ Transports et entreposage,,,63,
,,5601913,INITIAL,34323414200531,343234142,"Rue Henri Becquerel, Za De L'artière, 63541 Beaumont Cedex",63110,9601A,,SZ autres activités de services,,,63,
,,5601962,ALEX LAFFONT SA/RAB,35064894500037,350648945,La Vernière,3430,4661Z,,"GZ Commerce, réparation d'automobiles et de motocycles",,,3,
,,5601971,CLAUSTRE ENVIRONNEMENT_TRI_VHU,50173930400019,501739304,La Croix,63940,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5601995,PROCAR RECYGOM,38426843900039,384268439,"Lieudit Les Bordes, Zi Des Bordes",63350,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5602021,ATR,35227629900026,352276299,"Rue Hector Berlioz, Zi De La Gravière",63200,4941A,,HZ Transports et entreposage,,,63,
,,5602082,MAROQUINERIE DE SAYAT,41179585900049,411795859,Route De Volvic,63530,1512Z,,"CB Habillement, textile et cuir",,,63,
,,5602158,ECOVERT BOILON SARL,49018931300011,490189313,Les Gravières,63350,0161Z,,"AZ Agriculture, sylviculture et pêche",,,63,
,,5602186,ENVIRONNEMENT RECYCLING,45079121500038,450791215,"Zac De Maupertuis Ecopôle, Rue Michel Faye",3410,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5602189,HOP!,79015171600053,790151716,Zi Aéronautique Sud,63000,5110Z,,HZ Transports et entreposage,,,63,
,,5602228,UKAD,50966783800023,509667838,"Rd 62, Lieu-dit La Croix Biolet",63780,2550A,,CH Métallurgie et fabrication de produits métalliques,,,63,
,,5602256,Société SRB,39325358800015,393253588,Za Les Echerolles,3150,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5602301,G'IMPRIM SAS,40114823400032,401148234,Z.i. Les Taillas,43600,2222Z,Air,CG Industrie des plastiques et autres produits non minéraux,,,43,
45.781053,3.097763,5602390,ECLA,52538225500012,525382255,Rue Du Crouzet,63000,3530Z,Air,"DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,,63,
45.762644,3.101503,5602391,CLERVIA S.A.S,51898848000027,518988480,"Chaufferie La Gauthière, 8 Rue La Charme",63000,3530Z,Air,"DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,,63,
,,5602452,SUEZ ORGANIQUE,34530688000740,345306880,La Bidoire,43410,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,43,
,,5602567,IKO INSULATIONS,75273852600017,752738526,"Parc De L'aize, Rue D'allemagne",63460,3299Z,,CM Industrie du meuble et diverses , réparation et installation de machines,,,63
,,5602618,MJ,79195768100012,791957681,Zi Les Taillas,43600,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,43,
,,5602622,ALTRIOM,75134523200019,751345232,Zone Artisanale,43000,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,43,
,,5602623,BIOMASSE ENERGIE COMMENTRY,49926058600031,499260586,2 Rue Marcel Lingot,3600,3530Z,"Air, Sol","DZ Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",,,3,
45.254798,4.268072,5602647,SIGOPLAST SN,78898818600011,788988186,Z.i. De Courtanne,43620,2222Z,Air,CG Industrie des plastiques et autres produits non minéraux,,,43,
,,5602703,ALUK INDUSTRIES,97612003000094,976120030,"2 Chemin Du Pont De Fonte, Zi Du Pastel Bp 14",3800,2561Z,,CH Métallurgie et fabrication de produits métalliques,,,3,
,,5602704,VITTEL RECUPERATION SARL,44821744800019,448217448,Chiès,15260,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,15,
,,5602724,Entreprise Lauvergne Collinet,32250423400012,322504234,Domaine De La Folie,3310,4211Z,,FZ Construction,,,3,
,,5602989,ECOTITANIUM,80111839900014,801118399,Rd62 - Lieu Dit La Bruyère,63780,2599B,,CH Métallurgie et fabrication de produits métalliques,,,63,
,,5603116,SAS HINDERCHIED RECYCLAGE ET VALORISATION,49820771100033,498207711,"2 Route De Vichy, Lieu Dit Le Marais",63430,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5603147,ENTREPRISE JALICOT,93685018900205,936850189,Impasse De Lachaux,63119,0811Z,,BZ Industries extractives,,,63,
,,5603148,ROUX EXPLOITATION CARRIERES GRANULATS,43430593400011,434305934,Lieu Dit Bayard,63570,0811Z,,BZ Industries extractives,,,63,
,,5603151,ISDI SEMONSAT FILS,41922987700024,419229877,La Bille,63440,0811Z,,BZ Industries extractives,,,63,
,,5603152,MONTEIL TP - COLAS RHONE-ALPES AUVERGNE,32939379701007,329393797,Rd 533 Lachaux,63700,4312A,,FZ Construction,,,63,
,,5603153,ENTREPRISE JALICOT,93685018900213,936850189,Lieu Dit Le Mortaix,63430,0812Z,,BZ Industries extractives,,,63,
,,5603177,SARL SAGNARD RAYMOND ET FILS - ISDI,40314525300056,403145253,Magnore,43700,4312A,,FZ Construction,,,43,
,,5603178,SARL FERRET - ISDI,45282443600011,452824436,La Garde,43490,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,43,
,,5603182,COMMUNE DE POLIGNAC - ISDI,21430152500017,214301525,Ste Anne,43000,8411Z,,OZ Administration publique,,,43,
,,5603184,CHEVALIER - ISDI,31233056600018,312330566,Lac De Chit,43100,3821Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,43,
,,5603208,ISDI MAIRE DE LA FERTE HAUTERIVE,21030114900014,210301149,La Balette,3340,8411Z,,OZ Administration publique,,,3,
,,5603218,COMMUNE DE COUTANSOUZE,21030089300018,210300893,Les Perrières,3330,8411Z,,OZ Administration publique,,,3,
,,5603220,Commune de VILLEDIEU,21150262000019,211502620,Les Fourches,15100,8411Z,,OZ Administration publique,,,15,
,,5603222,ISDI COMMUNE DE ECHASSIERES,21030108100019,210301081,Les Pierres Blanches,3330,8411Z,,OZ Administration publique,,,3,
,,5603225,COMMUNE LE THEIL,21030281600017,210302816,Le Champ Rossignol,3240,8411Z,,OZ Administration publique,,,3,
,,5603230,COMMUNE DE NADES,21030192500017,210301925,La Forêt,3450,8411Z,,OZ Administration publique,,,3,
,,5603232,Commune de RIOM-ES-MONTAGNES,21150162200016,211501622,Roches Hautes,15400,4677Z,,"GZ Commerce, réparation d'automobiles et de motocycles",,,15,
,,5603239,ISDI COMMUNE DE SAINT HILAIRE,21030238600011,210302386,Le Grand Domaine,3440,3811Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,3,
,,5603246,ISDI ALLIER TP,40009560000013,400095600,Les Fours À Chaux,3500,4312A,,FZ Construction,,,3,
,,5603253,VALVERT RHONE AUVERGNE,48919451400035,489194514,Le Petit Clos,63100,3700Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,63,
,,5603283,LOG INNOV,,,Parc D'activités Logiparc 03,3340,4120B,,FZ Construction,,,3,
,,5700052,GRANULATS NORD EST Carrière de Pierre Bleue,41488554100030,414885541,"Granulats Nord Est, Lieudit Les Trois Fontaines - Bp 34",8600,0811Z,,BZ Industries extractives,,,8,
48.992459,4.242323,5700724,MC CAIN ALIMENTAIRE,32044272600073,320442726,"Rd 3, Parc Agroalimentaire",51510,1031Z,"Air, Eau",CA Industries agro-alimentaires,,,51,
48.763502,4.837316,5700795,EDILIANS,44935422400163,449354224,"Zone Industrielle Le Cul De Fer &, L'entrée Du Cul De Fer",51340,2332Z,Air,CG Industrie des plastiques et autres produits non minéraux,,,51,
,,5700958,CEMEX GRANULATS  - Région Val de Seine,55200596901314,552005969,Le Milieu De La Salle,52300,0812Z,,BZ Industries extractives,,,52,
50.103466,4.762502,5701054,MAGOTTEAUX SA,30439856300011,304398563,1 Bis Rue Du General Sarrail,8320,2452Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701056,METAL BLANC SA,54205269100038,542052691,Rue Pasteur,8230,2443Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701064,BRENNTAG SA,70980178100176,709801781,"Route De Tournes, Cd N° 2",8090,4675Z,,"GZ Commerce, réparation d'automobiles et de motocycles",,,8,
,,5701067,HANON SYSTEMS CHARLEVILLE,41035502800029,410355028,"3 Av De L Industrie, Z I De Montjoly - Bp 228, 08102 Charleville Mezieres Cedex",8000,2932Z,,CL Fabrication de matériels de transport,,,8,
,,5701076,SAE-SMB INDUSTRIES,79414604300029,794146043,Rte De Cliron,8090,2932Z,,CL Fabrication de matériels de transport,,,8,
,,5701080,ARCAVI SAEM,31483054800066,314830548,Cense Meunier,8260,3821Z,Air,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,8,
,,5701082,TREFIMETAUX SAS,67201409900853,672014099,"46 Rue Des Vieilles Forges, Hameau De Flohimont",8600,2444Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701083,NPL (Groupe DEFTA),78026225900010,780262259,54 Route De Pussemange,8700,2550B,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701087,A SCHULMAN PLASTICS,34864939300017,348649393,Rue Alex Schulman,8600,2016Z,,CE Industrie chimique,,,8,
,,5701092,ESTAMFOR,32556988700020,325569887,27 Rue De L Esperance,8800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701093,BOURGUIGNON BARRE,78582010100018,785820101,"45 Rue Comodo, Zone B",8800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701095,BARET,78632024200013,786320242,156 Rue Saint Louis,8170,1610B,Air,CC Bois et papier,,,8,
,,5701096,LA FONTE ARDENNAISE FA4,78582050700040,785820507,Rd 8051,8170,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701100,FORGEX RAGUET SAS,52761539700017,527615397,1 Rue André Compain,8800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701102,SOCIETE METALLURGIQUE DES ARDENNES,99833831300021,998338313,Route De Phade,8800,2561Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701108,ESKA (ex SOREFAR),55850281100331,558502811,"2 Rue Ferrer, Bp 12",8700,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,8,
,,5701114,Groupe Bouhyer,49380747300035,493807473,"846 Rue Waldeck Rousseau, Bp 26",8500,2451Z,Air,CH Métallurgie et fabrication de produits métalliques,,,8,
49.760286,4.453765,5701122,CANELIA,43529784100015,435297841,Rd 978,8150,1051D,Air,CA Industries agro-alimentaires,,,8,
,,5701126,TSDM,32603488100028,326034881,"Zone Industrielle, Bp 1020",8090,2561Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
49.740138,4.740274,5701128,PSA AUTOMOBILES SA Villes-Semeuse,54206547900264,542065479,"Zi Des Ayvelles, Lieu Dit Les Faudins",8000,2910Z,Air,CL Fabrication de matériels de transport,,,8,
,,5701131,INVICTA GROUP,78552018000015,785520180,57 Rue Des Manises,8440,2752Z,Air,CJ Fabrication d'équipements électriques,Bois énergie,1924-01-01,8,
,,5701132,LA FONTE ARDENNAISE FA5,78582050700065,785820507,11 Rue Joliot Curie,8440,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701133,LA FONTE ARDENNAISE FA1,78582050700016,785820507,22 Rue Juliot Curie,8440,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701135,LA FOULERIE SAS,32350547900028,323505479,2 Rue De La Foulerie,8110,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701143,ARCELORMITTAL FRANCE,56209442500435,562094425,7 Rue Albert Ollivet,8210,2410Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701147,SAS T2i,41038142000018,410381420,Rue Des Marroniers,8450,2599B,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701149,TARKETT France,41008164000014,410081640,"2 Avenue François Sommer, Bp 40333",8200,2223Z,,CG Industrie des plastiques et autres produits non minéraux,Desso grassmaster,1997-10-03,8,
,,5701152,AFS SEDAN SAS,79931368900017,799313689,80 Avenue De La Marne,8200,2891Z,,CK Fabrication de machines et équipements n.c.a.,,,8,
,,5701153,ACTEGA-RHENACOAT,38936465400027,389364654,"1 Avenue François Sommer, Zi De Glaire",8200,2030Z,,CE Industrie chimique,,,8,
,,5701156,MARCEL FRANCE MECANO GALVA,68728015600013,687280156,64 Rue Pasteur,8330,2561Z,Air,CH Métallurgie et fabrication de produits métalliques,,,8,
49.393736,4.693972,5701165,NESTLE FRANCE,54201442800149,542014428,Av Jean Jaures,8400,1083Z,,CA Industries agro-alimentaires,,,8,
,,5701174,SMURFIT KAPPA FRANCE,47970115300021,479701153,"1 Rue Hippolyte Noiret, Bp 5109",8300,1721A,,CC Bois et papier,,,8,
,,5701175,SAS FERRARI,44454576800012,444545768,"Zone Industrielle De Pargny, Rue De Verdun, Lieux-dit Avé Maria Et La Folie",8300,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,8,
,,5701177,LUZEAL,30275332200015,302753322,Pauvres,8310,1091Z,Air,CA Industries agro-alimentaires,,,8,
49.499267,4.365339,5701178,SMURFIT KAPPA PAPIER RECYCLE FRANCE,47970117900109,479701179,Rue De La Petite Prée,8300,1712Z,Air,CC Bois et papier,,,8,
49.50053,4.99204,5701180,SUEZ RV  Nord Est,50472678700691,504726787,"Route De Beaumont, Lieudits La Tuilerie Et Les Clairs Chênes",8240,3821Z,Air,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,8,
,,5701186,ADLER PELZER FRANCE GRAND-EST,91572201100037,915722011,"Rte De Villemontry, Zone Industrielle Francois Sommer",8210,1393Z,Air,"CB Habillement, textile et cuir",,,8,
,,5701195,WALOR,78572057400033,785720574,"Za De Braux, Avenue Marguerites",8120,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701196,COLLIGNON SN Fonderies LA CARBONNIERE,82222805200012,822228052,233 Rue De La Carbonnière,8800,2511Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701202,ITW SPRAYTEC,32199536700059,321995367,"Rue Pasteur, Zi Sud",8320,2059Z,,CE Industrie chimique,,,8,
,,5701210,SAS GARAGE BAUDOIN,38231233800033,382312338,10 Rue De La Prairie,8000,4520A,,"GZ Commerce, réparation d'automobiles et de motocycles",,,8,
,,5701224,FABB21,82172358200010,821723582,Rue Francis De Pressence,8170,2420Z,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701226,MANQUILLET PARIZEL & CIE,78562049300011,785620493,"26 Rue De L'industrie, Sorendal",8800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701227,STEVENIN NOLLEVAUX,78732041500021,787320415,"1 Rue De La Semoy, Zone A",8800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,8,
,,5701236,LISI AEROSPACE FORGED INTEGRATED SOLUTIONS,84542028000016,845420280,39 Route Des Forges,52310,2550A,Eau,CH Métallurgie et fabrication de produits métalliques,,,52,
48.489246,4.966689,5701238,FONDERIES DE BROUSSEVAL ET MONTREUIL,51578039300010,515780393,1 Rue Des Fonderies,52130,2451Z,"Air, Eau",CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701242,F2J REMAN CHAUMONT,84732020700016,847320207,"23 Ter Route De Neuilly, Bp 2013",52000,2562B,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701246,FORGES DE FRONCLES,34511756800054,345117568,15 Rue Du 1er Mai - Bp 1,52320,2594Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
48.2999,5.144683,5701247,CLAS GALVAPLAST,38368016200013,383680162,"9, Rue De La Fontaine",52320,2561Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701248,SOGEFI SUSPENSIONS FRANCE (ex ALLEVARD),51558042100011,515580421,"Usine De Fronville, Route De Saint-urbain",52300,2932Z,,CL Fabrication de matériels de transport,,,52,
,,5701253,SAINT GOBAIN PAM Bâtiment,79928388200030,799283882,"Usine De Bayard, Rue De La Gare",52170,2451Z,Air,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701254,FREUDENBERG SEALING TECHNOLOGIE S.A.S.,5750667700111,57506677,Z.i. Les Franchises,52200,2219Z,,CG Industrie des plastiques et autres produits non minéraux,,,52,
,,5701274,PLASTIFER,33099555600041,330995556,41 Rue Victor Basch,52100,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,52,
,,5701275,ESKA - SAINT DIZIER,55850281100182,558502811,44/46 Rue Jeanne D'arc,52100,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,52,
,,5701277,VIBRANTZ FRANCE (ex FERRO FRANCE),51558013200014,515580132,43 Rue Jeanne D'arc,52100,2030Z,,CE Industrie chimique,,,52,
,,5701278,HACHETTE ET DRIOUT (Aciéries),37765808300011,377658083,11 Avenue Du Général Sarrail,52100,2452Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701280,ETILAM,51628009600012,516280096,"52 Avenue Du Général Sarrail, Cs60771",52100,2432Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
48.641029,4.942317,5701281,FONDERIES DE SAINT DIZIER,51728018600019,517280186,38 Rue Waldeck Rousseau,52100,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701288,ARCELOR MITTAL TUBULAR PRODUCTS HAUTMONT,78468949900068,784689499,1 Rue De La Marne,52170,2420Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701289,GHM S.A.S,52890204200027,528902042,Rue Antoine Durenne,52220,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
48.45518,5.16991,5701290,FERRY CAPITAIN,51678009500019,516780095,"Usine De Bussy, Bp 33",52300,2451Z,Air,CH Métallurgie et fabrication de produits métalliques,,,52,
48.454713,5.17378,5701291,CONSTANTIA JEANNE D'ARC SAS,51648013400027,516480134,"Rue Du Général De Gaulle, B.p. N°51",52300,1812Z,Air,CC Bois et papier,,,52,
,,5701293,FONDERIES GHM S.A.S,42870465400014,428704654,140 Rue Mauljean,52130,2451Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
47.7928741357,5.44307044618,5701300,SAVIPLAST 52,80076178500016,800761785,"Zone Industrielle Les Moullières, B.p. N°6",52600,2229A,Air,CG Industrie des plastiques et autres produits non minéraux,,,52,
,,5701301,SNCF,55204944709619,552049447,6 Boulevard Gambetta,52600,4910Z,,HZ Transports et entreposage,,,52,
,,5701310,HAUTE-MARNE ENROBES,31745221700019,317452217,"Z.i. De La Dame Huguenotte, Bp 111",52000,2399Z,,CG Industrie des plastiques et autres produits non minéraux,,,52,
,,5701311,POS BAZIN,30820234000029,308202340,Route De Biesles,52000,3831Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,52,
48.209662,5.559863,5701322,BONGRAIN GERARD (usine),33133927500017,331339275,Cs 012,52150,1051C,,CA Industries agro-alimentaires,,,52,
,,5701330,3P - Produits Plastiques Performants,41031432200059,410314322,"Z.i. Les Franchises, Bp 154",52200,2229A,,CG Industrie des plastiques et autres produits non minéraux,,,52,
,,5701331,SULO FRANCE SAS,77815194400189,778151944,Z.i. Les Franchises,52200,2222Z,,CG Industrie des plastiques et autres produits non minéraux,,,52,
,,5701339,FORGES DE COURCELLES,33052582500015,330525825,"23 Rue Du 11 Novembre, Bp 9",52800,2550A,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701344,ENTREMONT SODIAAL,32455934300011,324559343,1 Rue Champ David,52200,1051C,Eau,CA Industries agro-alimentaires,,,52,
,,5701346,Démolition automobiles della casa,41819549100018,418195491,"Zi Les Épinois, Prauthoy",52190,3831Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,52,
,,5701356,SOREMO,31128467300036,311284673,Z.i. De La Dame Huguenotte,52000,2442Z,,CH Métallurgie et fabrication de produits métalliques,,,52,
,,5701358,ESKA - LANGRES,55850281100182,558502811,"Zi Les Franchises, Bp 55",52200,3832Z,,"EZ Production et distribution d'eau, assainissement, gestion des déchets et dépollution",,,52,
,,5701360,GRTGAZ,44011762001746,440117620,Rte De Vauxbons,52200,4950Z,Air,HZ Transports et entreposage,,,52,
,,5701377,ENTREMONT - MONTIGNY,77554580900250,775545809,Zi Des Noëls,52140,1051C,,CA Industries agro-alimentaires,,,52,
48.844294,3.913138,5701400,IPC Petroleum France,57219916400045,572199164,Centre Pétrolier,51320,0610Z,Air,BZ Industries extractives,,,51,
48.844294,3.913138,5701401,IPC Petroleum France,57219916400045,572199164,Vert-la-gravelle,51130,0610Z,Air,BZ Industries extractives,,,51,
